feature,importance,coefficient
feature_333,0.0444460521575232,-0.0444460521575232
feature_463,0.043324271851326715,0.043324271851326715
feature_60,0.043324271851326146,0.043324271851326146
feature_617,0.043324271851326125,0.043324271851326125
feature_307,0.04301138799397927,0.04301138799397927
feature_260,0.04301082420151795,0.04301082420151795
feature_160,0.04291428110505804,-0.04291428110505804
feature_390,0.04281619175168542,-0.04281619175168542
feature_646,0.04169871302675542,-0.04169871302675542
feature_89,0.041698713026755395,-0.041698713026755395
feature_519,0.04169871302675491,-0.04169871302675491
feature_411,0.04155003412504134,0.04155003412504134
feature_336,0.041371488413633126,0.041371488413633126
feature_294,0.0412182830663291,-0.0412182830663291
feature_182,0.041083065943227644,-0.041083065943227644
feature_376,0.04106667736845904,-0.04106667736845904
feature_424,0.04062092801669659,-0.04062092801669659
feature_163,0.04057259956587239,0.04057259956587239
feature_186,0.04050825737139881,-0.04050825737139881
feature_120,0.039870338991652016,0.039870338991652016
feature_539,0.03906574515337083,-0.03906574515337083
feature_611,0.03906574515337083,-0.03906574515337083
feature_54,0.039065745153369316,-0.039065745153369316
feature_380,0.03894104253669542,-0.03894104253669542
feature_283,0.038797458607254906,-0.038797458607254906
feature_331,0.03830212587158126,0.03830212587158126
feature_362,0.03820710348588762,0.03820710348588762
feature_155,0.03794627304738114,0.03794627304738114
feature_129,0.03784039225407021,0.03784039225407021
feature_295,0.037730866715035345,0.037730866715035345
feature_224,0.037681015608350285,0.037681015608350285
feature_261,0.03733522583487232,0.03733522583487232
feature_296,0.037200180121862,-0.037200180121862
feature_219,0.036480599377614206,-0.036480599377614206
feature_222,0.03642770910553835,0.03642770910553835
feature_116,0.03629135071380715,-0.03629135071380715
feature_245,0.03560285212275262,0.03560285212275262
feature_343,0.035329487638896845,0.035329487638896845
feature_502,0.035256714887586506,0.035256714887586506
feature_589,0.035256714887586506,0.035256714887586506
feature_32,0.0352567148875832,0.0352567148875832
feature_490,0.03523306954236538,0.03523306954236538
feature_596,0.03523306954236538,0.03523306954236538
feature_39,0.03523306954236388,0.03523306954236388
feature_403,0.035091763823219324,0.035091763823219324
feature_304,0.03494196898585387,-0.03494196898585387
feature_111,0.0345034294111858,0.0345034294111858
feature_315,0.034288228906503015,-0.034288228906503015
feature_61,0.034252286930652735,0.034252286930652735
feature_464,0.0342522869306487,0.0342522869306487
feature_618,0.03425228693064845,0.03425228693064845
feature_639,0.03399721738529734,0.03399721738529734
feature_691,0.03399721738529704,0.03399721738529704
feature_518,0.03399721738529704,0.03399721738529704
feature_82,0.033997217385295264,0.033997217385295264
feature_601,0.03393485971571369,-0.03393485971571369
feature_529,0.03393485971571294,-0.03393485971571294
feature_44,0.03393485971571286,-0.03393485971571286
feature_274,0.0337301476290661,0.0337301476290661
feature_642,0.03304649860051914,-0.03304649860051914
feature_499,0.03304649860051907,-0.03304649860051907
feature_85,0.033046498600518684,-0.033046498600518684
feature_232,0.032912738689337494,-0.032912738689337494
